ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9781573223560|Songbook|Nick Hornby|Riverhead Books|Music|Celebrates thirty-one of the author's favorite songs in a collection of essays about such musical renditions as Bruce Springsteen's "Thunder Road," Led Zeppelin's "Heartbreaker," and Van Morrison's "Caravan."|2003|71|http://images.amazon.com/images/P/1573223565.01.LZZZZZZZ.jpg
9781573225052|Desolation Angels|Jack Kerouac|Riverhead Books|Fiction|After spending months as a fire lookout on a remote mountain, Jack Duluoz returns to his life in San Francisco and discovers how his isolation has affected his life. As he hitches, walks, and talks his way across the world, Duluoz perceives the angel that is in everything. It is life as he sees it.|1995|63|http://images.amazon.com/images/P/1573225053.01.LZZZZZZZ.jpg
9781573225786|The Color of Water|James McBride|Riverhead Books|Biography & Autobiography|An African American man describes life as the son of a white mother and Black father, reflecting on his mother's contributions to his life and his confusion over his own identity|1997|241|http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg
9781573226882|Fever Pitch|Nick Hornby|Riverhead Books|Biography & Autobiography|An autobiographical memoir by a humorous British author and obsessed soccer fan captures the intensity of a sports fan who measures his life in seasons rather than years|1998|246|http://images.amazon.com/images/P/1573226882.01.LZZZZZZZ.jpg
9781573227162|Caucasia|Danzy Senna|Riverhead Books|Fiction|A debut novel explores the complications of race through the story of two daughters--one light-skinned and the other dark-skinned--of a black father and a white mother, who become torn apart by racial allegiances. Reprint.|1998|293|http://images.amazon.com/images/P/1573227161.01.LZZZZZZZ.jpg
9781573228213|High Fidelity|Nick Hornby|Riverhead Books|Fiction|Follows the love affairs and belated growing up of a "Generation X" pop music fanatic and record store owner|2000|101|http://images.amazon.com/images/P/1573228214.01.LZZZZZZZ.jpg
9781573228718|Still Here|Ram Dass|Riverhead Books|Family & Relationships|The noted spiritualist offers humorous and insightful guidance for exploring the joy, pain, and opportunities of the later phases of life.|2001|202|http://images.amazon.com/images/P/1573228710.01.LZZZZZZZ.jpg
9781573229623|Prozac Nation|Elizabeth Wurtzel|Riverhead Books|Biography & Autobiography|A memoir of sex, drugs, and depression indicts an overmedicated America as it chronicles the fortunes of a Harvard educated child of divorce who lived in the fast lane as a music critic, always fighting her chronic depression.|2002|129|http://images.amazon.com/images/P/1573229628.01.LZZZZZZZ.jpg
9781573229869|The Dream of Scipio|Iain Pears|Riverhead Books|Fiction|An ancient manuscript called "The Dream of Scipio" links three separate centuries--the fifth, the end of the Roman Empire; the fourteenth, the time of the Black Death; and the twentieth during World War II--and three stories of love, all set in Provence.|2002|114|http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg
9781573456630|Stone Tables|Orson Scott Card|Shadow Mountain|Fiction|In this imaginative and vivid interpretation of the story of Moses, Orson Scott Card portrays the conflicts, the relationships, and the trials that drove one man from greatness to despair and back to greatness of a very different sort. The epic tale also traces the journey of a people destined to find their way out of slavery and sin to the light of Jehovah. A moving story of faith and uncertainty, political intrigue and personal jealousy, rebellion and submission. Stone Tables is both a gripping adventure and a brilliant study of human nature.|2000|83|http://images.amazon.com/images/P/1573456632.01.LZZZZZZZ.jpg
9781574231007|Thus Spake the Corpse|Andrei Codrescu|Black Sparrow Press|Poetry|Andrei Codrescu's infamous anti-literary magazine Exquisite Corpse became a prime site of engaged dialogue in the stormy decade of its existence. Taking its name from Surrealism, the Corpse became the home of rebellion, passion, polemic, black humour, sedition, and all points between the front lines and back alleys of contemporary culture. In this text, Codrescu and Rosenthal resurrect the best essays and poems from Carl Rakosi, James Purdy, Joel Oppenheimer, Robert Creeley, Tom Clark and other members of America's vibrant and eclectic avant-garde.|1999|107|http://images.amazon.com/images/P/1574231006.01.LZZZZZZZ.jpg
9781575667218|Strawberry Shortcake Murder|Joanne Fluke|Kensington Publishing Corporation|Fiction|Bakery owner and occasional sleuth Hannah Swenson serves as the head judge for Hartland Flour's annual Dessert Bake-Off, but when another judge is murdered, she must sift through a wealth of suspects to find a killer.|2002|127|http://images.amazon.com/images/P/1575667215.01.LZZZZZZZ.jpg
9781575667645|Bound in Blood|David Thomas Lord|Kensington Publishing Corporation|Fiction|As a vampire, art critic Jean-Luc "Jack" Courbet kills each man he meets after their sexual encounter, but when an enemy arrives, he confronts his past and those who want him destroyed with the help of his new love, actor Claude Halloran.|2001|69|http://images.amazon.com/images/P/1575667649.01.LZZZZZZZ.jpg
9781577780724|Jesus Freaks|DC Talk|Bethany House Publishers|Religion|Remember the Lord's people who are in jail and be concerned for them. Don't forget those who are suffering but imagine that you are there with them.|1999|296|http://images.amazon.com/images/P/1577780728.01.LZZZZZZZ.jpg
9781578562589|Having a Mary Heart in a Martha World|Joanna Weaver|Waterbrook Press|Religion|A guide for women who struggle between a longing for a deeper spiritual life and the demands of their daily responsibilities offers practical advice on how to balance work and worship, offers guilt-reducing reassurance, and explains how readers can experience less stress and greater joy while strengthening their service. Reissue.|2000|253|http://images.amazon.com/images/P/1578562589.01.LZZZZZZZ.jpg
9781579510022|The Illuminati Papers|Robert Anton Wilson|Ronin Publishing (CA)|Body, Mind & Spirit|Is history a vast conspiracy? A cosmic joke? Discover the truth - maybe - in the long-awaited new edition of Robert Anton Wilson's classic cult bestseller The Illuminati Papers. Created as a vehicle to amuse and enlighten, the story of the Illuminati has attracted devoted readers world-wide, who have found in it a perfect metaphor for our times. This edition has a new introduction, cover and layout.|1997|214|http://images.amazon.com/images/P/1579510027.01.LZZZZZZZ.jpg
9781579546465|The South Beach Diet|Arthur Agatston|Rodale Books|Health & Fitness|A renowned cardiologist discusses the importance of understanding the glycemic index values of foods and presents a weight-loss program that includes meal plans and recipes.|2003|30|http://images.amazon.com/images/P/1579546463.01.LZZZZZZZ.jpg
9781580628365|Please Stop Laughing At Me|Jodee Blanco|Adams Media Corporation|Biography & Autobiography|In her poignant work, Jodee Blanco tells how school became a frightening and painful place, where threats, humiliation, and assault were as much a part of her daily experience as bubblegum and lip-gloss were for others. It is an unflinching look at what it means to be an outcast, how even the most loving parents can get it wrong, why schools fail, and how bullying is both misunderstood and mishandled.|2003|52|http://images.amazon.com/images/P/1580628362.01.LZZZZZZZ.jpg
9781580631600|The Stephen King Universe|Stan Wiater|Renaissance Books|Literary Criticism|"I am coming to understand that Roland's world actually contains all the others of my making" --Stephen King With those words, from The Dark Tower: IV Wizard and Glass, the world's most popular writer confirmed a suspicion long held by readers--that the myriad worlds and universes King has created are, in reality, one world, one universe. Here, for the first time ever is the guide to that universe, a thrilling road map and informative tour for new readers and diehard fans alike. The Stephen King Universe is the very first examination of all of King's fiction and the way in which its plots and characters, conflicts, and themes, intertwine. This definitive reference work examines his novels and short stories, as well as the motion pictures, miniseries, and teleplays that King has written. The authors spent three years discovering and tying together the threads that exist in King's fiction. Their insightful results will entertain and surprise readers new and old. Once you have read The Stephen King Universe, you will never read Stephen King the same way again|2001|29|http://images.amazon.com/images/P/1580631606.01.LZZZZZZZ.jpg
9781581342147|This Present Darkness ; Piercing the Darkness|Frank E. Peretti|Crossway Books|No category|Unavailable description|1997|273|http://images.amazon.com/images/P/1581342144.01.LZZZZZZZ.jpg
9781581344493|The Gospel According to Job|Mike Mason|Crossway Books|Religion|Arranged as a series of meditations on selected passages from one of the Bible's most beloved books, this book is for Christians who, like Job, are experiencing deep suffering and a sense of separation from God.|2002|222|http://images.amazon.com/images/P/158134449X.01.LZZZZZZZ.jpg
9781581346084|The Passion of Jesus Christ|John Piper|Crossway Books|Religion|Fifty Reasons Why Jesus Came to Die The most important questions anyone can ask are: Why was Jesus Christ crucified? Why did he suffer so much? What has this to do with me? Finally, who sent him to his death? The answer to the last question is that God did. Jesus was God's Son. The suffering was unsurpassed, but the whole message of the Bible leads to this answer. Why did Christ suffer and die? The central issue of Jesus' death is not the cause, but the meaning-God's meaning. That is what this book is about. John Piper has gathered from the New Testament fifty reasons. Not fifty causes, but fifty purposes-in answer to the most important question that each of us must face: What did God achieve for sinners like us in sending his Son to die?|2004|251|http://images.amazon.com/images/P/1581346085.01.LZZZZZZZ.jpg
9781582293080|Shoofly Pie|Tim Downs|Howard Publishing Company|Fiction|Forensic entomologist Nick Polchak (a.k.a. the Bug Man) is hired by 30-year-old Kathryn Guilford, who is terrified of bugs, to solve her friend's death. When Polchak stumbles into the mystery of how Kathryn's husband was killed years earlier, Polchak finds himself on the run with his client from someone who will do anything to keep a secret.|2003|159|http://images.amazon.com/images/P/1582293082.01.LZZZZZZZ.jpg
